"id","date","dive_number","boat","dive_guide","dive_site","max_depth","water_temperature","sightings"
1026,"2024-07-28",2,"Shark Bait","Bart","Man of War Shoals",21,28,"[{""species"" : ""Tiger Grouper"", ""count"" : 3}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 6}]"
1027,"2024-07-29",1,"Shark Bait","Robins","Ladder Labyrinth",24,29,"[{""species"" : ""Southern Stingray"", ""count"" : 10}, {""species"" : ""Green Turtle"", ""count"" : 18}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Nassau Grouper"", ""count"" : 14}, {""species"" : ""Yellowfin Grouper"", ""count"" : 17}]"
1028,"2024-07-29",3,"Shark Bait","Robins","Man of War Shoals",21,29,"[{""species"" : ""Yellowfin Grouper"", ""count"" : 10}, {""species"" : ""Nassau Grouper"", ""count"" : 8}, {""species"" : ""Green Turtle"", ""count"" : 4}]"
1030,"2024-08-02",2,"Shark Bait","Caroline","Hot Springs",17,27,"[{""species"" : null, ""count"" : null}]"
1031,"2024-08-02",1,"Shark Bait","Bart","Man of War Shoals",21,28,"[{""species"" : ""Tiger Grouper"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Southern Stingray"", ""count"" : 2}]"
1032,"2024-08-02",3,"Shark Bait","Bart","Torrens Point",15,28,"[{""species"" : ""Lettuce Sea Slug"", ""count"" : 3}, {""species"" : ""Flamingo Tongue"", ""count"" : 4}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Tiger Grouper"", ""count"" : 2}]"
1033,"2024-08-03",1,"Shark Bait","Bart","Customs House",23,28,"[{""species"" : ""Southern Stingray"", ""count"" : 1}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 4}, {""species"" : ""Green Turtle"", ""count"" : 1}, {""species"" : ""Flamingo Tongue"", ""count"" : 2}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}]"
1036,"2024-08-04",2,"Shark Bait","Vicky","Tent Shallow",23,29,"[{""species"" : ""Southern Stingray"", ""count"" : 3}, {""species"" : ""Leech Head Shield Slug"", ""count"" : 1}, {""species"" : ""Lionfish Dead"", ""count"" : 3}, {""species"" : ""Green Turtle"", ""count"" : 4}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Yellowfin Grouper"", ""count"" : 1}]"
1034,"2024-08-04",1,"Fin & Tonic","Bart","Babylon",27,28,"[{""species"" : ""Lionfish Alive"", ""count"" : 1}, {""species"" : ""Hawksbill Turtle"", ""count"" : 1}]"
1035,"2024-08-04",1,"Shark Bait","Vicky","Hot Springs",23,29,"[{""species"" : ""Lettuce Sea Slug"", ""count"" : 1}, {""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 8}, {""species"" : ""Southern Stingray"", ""count"" : 2}]"
1037,"2024-08-04",1,"Fin & Tonic","Otto","Babylon",27,29,"[{""species"" : ""Hawksbill Turtle"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 1}]"
1038,"2024-08-04",2,"Fin & Tonic","Otto","Tent Boulders",21,29,"[{""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 6}, {""species"" : ""Red-tipped Sea Goddess"", ""count"" : 2}]"
1039,"2024-08-04",2,"Shark Bait","Caroline","Tent Shallow",25,27,"[{""species"" : ""Lionfish Dead"", ""count"" : 3}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}]"
1040,"2024-08-04",1,"Shark Bait","Josef","Hot Springs",16,28,"[{""species"" : ""Green Turtle"", ""count"" : 4}, {""species"" : ""Nurse Shark"", ""count"" : 2}, {""species"" : ""Lionfish Alive"", ""count"" : 1}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}]"
1041,"2024-08-04",2,"Shark Bait","Josef","Tent Shallow",20,27,"[{""species"" : ""Green Turtle"", ""count"" : 3}, {""species"" : ""Lionfish Alive"", ""count"" : 1}, {""species"" : ""Roughtail Stingray"", ""count"" : 2}, {""species"" : ""Nurse Shark"", ""count"" : 2}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}]"
1042,"2024-08-04",3,"Shark Bait","Josef","50 50",19,27,"[{""species"" : ""Green Turtle"", ""count"" : 3}]"
1043,"2024-08-04",1,"Shark Bait","Aaron ","Hot Springs",22,29,"[{""species"" : ""Southern Stingray"", ""count"" : 3}, {""species"" : ""Nurse Shark"", ""count"" : 3}, {""species"" : ""Green Turtle"", ""count"" : 10}]"
1044,"2024-08-04",3,"Shark Bait","Aaron ","50 50",22,29,"[{""species"" : ""Green Turtle"", ""count"" : 6}]"
1045,"2024-08-04",3,"Fin & Tonic","Bart","Hot Springs",18,28,"[{""species"" : ""Lettuce Sea Slug"", ""count"" : 2}, {""species"" : ""Southern Stingray"", ""count"" : 3}, {""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Hawksbill Turtle"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 3}, {""species"" : ""Flamingo Tongue"", ""count"" : 2}]"
1048,"2024-08-04",1,"Shark Bait","Caroline","Customs House",33,27,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Lionfish Dead"", ""count"" : 5}, {""species"" : ""Lionfish Alive"", ""count"" : 1}]"
1049,"2024-08-04",3,"Shark Bait","Caroline","Ladder Drift",20,27,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Nurse Shark"", ""count"" : 1}]"
1050,"2024-08-05",1,"Shark Bait","Josef","Customs House",20,27,"[{""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Southern Stingray"", ""count"" : 4}]"
1061,"2024-08-05",4,"Fin & Tonic","Otto","Tent Shallow",24,29,"[{""species"" : ""Hawksbill Turtle"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 3}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 2}]"
1051,"2024-08-05",2,"Shark Bait","Josef","Babylon",27,27,"[{""species"" : ""Green Turtle"", ""count"" : 3}, {""species"" : ""Blacktip Reef Shark"", ""count"" : 2}, {""species"" : ""Nurse Shark"", ""count"" : 3}]"
1046,"2024-08-05",1,"Fin & Tonic","Chad","Tedran Wall",34,28,"[{""species"" : ""Green Turtle"", ""count"" : 1}, {""species"" : ""Lionfish Alive"", ""count"" : 3}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 2}]"
1052,"2024-08-05",3,"Shark Bait","Josef","Porites Point",19,27,"[{""species"" : ""Nurse Shark"", ""count"" : 2}]"
1053,"2024-08-05",2,"Shark Bait","Aaron ","Babylon",30,29,"[{""species"" : ""Green Turtle"", ""count"" : 1}, {""species"" : ""Hawksbill Turtle"", ""count"" : 1}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 3}, {""species"" : ""Nurse Shark"", ""count"" : 3}, {""species"" : ""Lionfish Dead"", ""count"" : 5}]"
1054,"2024-08-05",1,"Shark Bait","Vicky","Customs House",30,29,"[{""species"" : ""Green Turtle"", ""count"" : 3}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 6}, {""species"" : ""Lionfish Dead"", ""count"" : 3}]"
1055,"2024-08-05",2,"Shark Bait","Vicky","Babylon",22,29,"[{""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 3}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Nurse Shark"", ""count"" : 2}, {""species"" : ""Lionfish Dead"", ""count"" : 5}]"
1047,"2024-08-05",2,"Fin & Tonic","Chad","50 50",23,28,"[{""species"" : ""Nurse Shark"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 8}, {""species"" : ""Longspine Sea Urchin"", ""count"" : 3}]"
1057,"2024-08-05",1,"Fin & Tonic","Otto","Tedran Wall",30,29,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 2}, {""species"" : ""Hawksbill Turtle"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 1}]"
1058,"2024-08-05",2,"Fin & Tonic","Otto","50 50",21,29,"[{""species"" : ""Nurse Shark"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 6}]"
1059,"2024-08-05",3,"Fin & Tonic","Otto","Hot Springs",22,29,"[{""species"" : ""Nurse Shark"", ""count"" : 1}]"
1063,"2024-08-06",3,"Shark Bait","Caroline","Tent Reef",27,27,"[{""species"" : ""Lionfish Alive"", ""count"" : 8}, {""species"" : ""Nurse Shark"", ""count"" : 1}]"
1056,"2024-08-06",1,"Shark Bait","Vicky","Tedran Wall",29,29,"[{""species"" : ""Lionfish Alive"", ""count"" : 1}, {""species"" : ""Nurse Shark"", ""count"" : 1}]"
1060,"2024-08-06",1,"Fin & Tonic","Caroline","Customs House",33,27,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 2}, {""species"" : ""Lionfish Alive"", ""count"" : 1}]"
1062,"2024-08-06",1,"Fin & Tonic","Otto","Customs House",30,29,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Leech Head Shield Slug"", ""count"" : 100}]"
1064,"2024-08-06",2,"Fin & Tonic","Otto","Man of War Shoals",21,29,"[{""species"" : ""Green Turtle"", ""count"" : 1}]"
1065,"2024-08-06",2,"Shark Bait","Aaron ","Hot Springs",25,29,"[{""species"" : ""Yellowfin Grouper"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 4}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Lionfish Alive"", ""count"" : 2}]"
1066,"2024-08-06",3,"Shark Bait","Aaron ","Tent Reef",24,29,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 4}, {""species"" : ""Nurse Shark"", ""count"" : 1}]"
1067,"2024-08-06",2,"Fin & Tonic","Bart","Man of War Shoals",21,28,"[{""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Tiger Grouper"", ""count"" : 3}, {""species"" : ""Flamingo Tongue"", ""count"" : 3}]"
1068,"2024-08-06",3,"Fin & Tonic","Bart","Torrens Point",15,28,"[{""species"" : ""Lettuce Sea Slug"", ""count"" : 2}, {""species"" : ""Flamingo Tongue"", ""count"" : 4}, {""species"" : ""Southern Stingray"", ""count"" : 4}, {""species"" : ""Tiger Grouper"", ""count"" : 2}, {""species"" : ""Longspine Sea Urchin"", ""count"" : 1}, {""species"" : ""Sea Egg"", ""count"" : 1}]"
1069,"2024-08-07",2,"Fin & Tonic","Bart","Diamond Rock",25,28,"[{""species"" : ""Tiger Grouper"", ""count"" : 3}, {""species"" : ""Lionfish Alive"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 4}]"
1070,"2024-08-07",1,"Fin & Tonic","Josef","Tent Deep",22,27,"[{""species"" : null, ""count"" : null}]"
1071,"2024-08-07",1,"Shark Bait","Vicky","Shark Shoals",31,29,"[{""species"" : ""Lionfish Dead"", ""count"" : 1}, {""species"" : ""Hawksbill Turtle"", ""count"" : 1}]"
1072,"2024-08-07",3,"Fin & Tonic","Josef","Torrens Point",15,27,"[{""species"" : ""Southern Stingray"", ""count"" : 4}]"
1073,"2024-08-07",2,"Shark Bait","Vicky","Man of War Shoals",21,29,"[{""species"" : ""Lionfish Dead"", ""count"" : 1}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 3}, {""species"" : ""Flamingo Tongue"", ""count"" : 3}]"
1074,"2024-08-07",1,"Shark Bait","Caroline","Shark Shoals",33,27,"[{""species"" : ""Lionfish Dead"", ""count"" : 1}]"
1075,"2024-08-07",2,"Shark Bait","Aaron ","Man of War Shoals",22,29,"[{""species"" : ""Yellowfin Grouper"", ""count"" : 4}, {""species"" : ""Green Turtle"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}]"
1076,"2024-08-07",3,"Shark Bait","Aaron ","Tent Boulders",22,29,"[{""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 2}]"
1077,"2024-08-07",5,"Shark Bait","Bart","Tent Reef",14,28,"[{""species"" : ""Green Turtle"", ""count"" : 1}, {""species"" : ""Flamingo Tongue"", ""count"" : 2}, {""species"" : ""Magnificent Urchin"", ""count"" : 2}, {""species"" : ""Longspine Sea Urchin"", ""count"" : 1}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}]"
1081,"2024-08-08",2,"Fin & Tonic","Chad","Tent Shallow",24,29,"[{""species"" : ""Yellowfin Grouper"", ""count"" : 4}, {""species"" : ""Green Turtle"", ""count"" : 6}, {""species"" : ""Hawksbill Turtle"", ""count"" : 1}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Nassau Grouper"", ""count"" : 1}, {""species"" : ""Lionfish Dead"", ""count"" : 2}, {""species"" : ""Lionfish Alive"", ""count"" : 4}]"
1078,"2024-08-08",1,"Shark Bait","Vicky","Diamond Rock",24,29,"[{""species"" : ""Lionfish Alive"", ""count"" : 1}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 2}, {""species"" : ""Southern Stingray"", ""count"" : 3}, {""species"" : ""Tiger Grouper"", ""count"" : 1}, {""species"" : ""Leech Head Shield Slug"", ""count"" : 1}]"
1079,"2024-08-08",2,"Shark Bait","Vicky","Big Rock Deep",22,29,"[{""species"" : ""Lionfish Dead"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 3}, {""species"" : ""Long Snout Seahorse"", ""count"" : 1}]"
1080,"2024-08-08",3,"Fin & Tonic","Caroline","Hole in the Corner",12,27,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 1}]"
1082,"2024-08-08",1,"Fin & Tonic","Otto","Third Encounter",10,-2,"[{""species"" : ""Nassau Grouper"", ""count"" : 2}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 2}]"
1083,"2024-08-08",3,"Fin & Tonic","Otto","Hole in the Corner",23,29,"[{""species"" : ""Blacktip Reef Shark"", ""count"" : 1}]"
1087,"2024-08-08",3,"Shark Bait","Aaron ","Ladder Labyrinth",22,29,"[{""species"" : ""Hawksbill Turtle"", ""count"" : 1}, {""species"" : ""Nurse Shark"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 1}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}]"
1086,"2024-08-09",1,"Shark Bait","Bart","Core Gut",24,28,"[{""species"" : ""Lettuce Sea Slug"", ""count"" : 3}, {""species"" : ""Flamingo Tongue"", ""count"" : 2}, {""species"" : ""Nurse Shark"", ""count"" : 2}]"
1084,"2024-08-09",1,"Shark Bait","Josef","Core Gut",35,27,"[{""species"" : ""Lionfish Dead"", ""count"" : 2}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 2}]"
1085,"2024-08-09",2,"Shark Bait","Josef","Torrens Point",13,27,"[{""species"" : null, ""count"" : null}]"
1088,"2024-08-16",3,"Shark Bait","Caroline","Torrens Point",11,27,"[{""species"" : null, ""count"" : null}]"
1090,"2024-08-18",1,"Shark Bait","Vicky","Tent Reef",22,29,"[{""species"" : ""Southern Stingray"", ""count"" : 3}, {""species"" : ""Green Turtle"", ""count"" : 1}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 2}, {""species"" : ""Lionfish Dead"", ""count"" : 1}, {""species"" : ""Lionfish Alive"", ""count"" : 1}]"
1091,"2024-08-18",2,"Shark Bait","Vicky","Mt. Michel",22,29,"[{""species"" : ""Flamingo Tongue"", ""count"" : 1}, {""species"" : ""Yellowfin Grouper"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 3}]"
1092,"2024-08-18",2,"Shark Bait","Bart","Man of War Shoals",21,28,"[{""species"" : ""Southern Stingray"", ""count"" : 3}, {""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Flamingo Tongue"", ""count"" : 2}, {""species"" : ""Tiger Grouper"", ""count"" : 2}, {""species"" : ""Nassau Grouper"", ""count"" : 1}]"
1089,"2024-08-18",1,"Shark Bait","Aaron ","Tent Reef",225,30,"[{""species"" : ""Lionfish Dead"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 3}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 2}, {""species"" : ""Nurse Shark"", ""count"" : 1}]"
1093,"2024-08-19",1,"Shark Bait","Bart","50 50",24,28,"[{""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 2}]"
1094,"2024-08-19",2,"Shark Bait","Aaron ","Tent Shallow",24,29,"[{""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 6}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 2}, {""species"" : ""Nurse Shark"", ""count"" : 3}, {""species"" : ""Yellowfin Grouper"", ""count"" : 2}, {""species"" : ""Lionfish Alive"", ""count"" : 1}]"
1103,"2024-08-19",4,"Shark Bait","Bart","Tent Boulders",18,27,"[{""species"" : ""Nassau Grouper"", ""count"" : 3}, {""species"" : ""Green Turtle"", ""count"" : 1}, {""species"" : ""Tiger Grouper"", ""count"" : 2}, {""species"" : ""Flamingo Tongue"", ""count"" : 2}]"
1095,"2024-08-19",1,"Shark Bait","Vicky","Mt. Michel",27,29,"[{""species"" : ""Green Turtle"", ""count"" : 3}, {""species"" : ""Longspine Sea Urchin"", ""count"" : 2}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Lionfish Alive"", ""count"" : 2}]"
1096,"2024-08-19",2,"Shark Bait","Vicky","Mt. Michel",22,29,"[{""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Flamingo Tongue"", ""count"" : 2}, {""species"" : ""Southern Stingray"", ""count"" : 3}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 3}]"
1102,"2024-08-20",3,"Shark Bait","Josef","Babylon",23,27,"[{""species"" : ""Nurse Shark"", ""count"" : 2}, {""species"" : ""Hawksbill Turtle"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 1}]"
1097,"2024-08-20",1,"Shark Bait","Vicky","Mt. Michel",27,29,"[{""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Lionfish Alive"", ""count"" : 2}, {""species"" : ""Southern Stingray"", ""count"" : 3}]"
1098,"2024-08-20",2,"Shark Bait","Vicky","Mt. Michel",22,29,"[{""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Lionfish Alive"", ""count"" : 1}, {""species"" : ""Flamingo Tongue"", ""count"" : 1}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 1}]"
1099,"2024-08-20",1,"Shark Bait","Josef","Customs House",25,27,"[{""species"" : ""Roughtail Stingray"", ""count"" : 1}, {""species"" : ""Longspine Sea Urchin"", ""count"" : 2}]"
1100,"2024-08-20",2,"Shark Bait","Bart","Tent Deep",26,28,"[{""species"" : ""Tiger Grouper"", ""count"" : 2}, {""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 2}]"
1101,"2024-08-20",2,"Shark Bait","Josef","Tent Deep",25,28,"[{""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 2}]"
1104,"2024-08-20",1,"Shark Bait","Aaron ","Mt. Michel",30,29,"[{""species"" : ""Green Turtle"", ""count"" : 3}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 3}, {""species"" : ""Lionfish Alive"", ""count"" : 2}]"
1108,"2024-08-21",2,"Shark Bait","Otto","Tent Reef Wall",27,29,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 1}]"
1105,"2024-08-21",1,"Shark Bait","Aaron ","Tent Reef Wall",24,29,"[{""species"" : ""Lionfish Dead"", ""count"" : 2}, {""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 2}]"
1106,"2024-08-21",1,"Shark Bait","Caroline","Diamond Rock",26,27,"[{""species"" : ""Nurse Shark"", ""count"" : 1}]"
1107,"2024-08-21",1,"Shark Bait","Otto","Diamond Rock",24,29,"[{""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 1}, {""species"" : ""Yellowfin Grouper"", ""count"" : 2}]"
1113,"2024-08-22",1,"Shark Bait","Otto","Twilight Zone",24,29,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 2}, {""species"" : ""Nurse Shark"", ""count"" : 2}]"
1114,"2024-08-22",4,"Shark Bait","Otto","Tent Reef",23,29,"[{""species"" : ""Lionfish Dead"", ""count"" : 2}]"
1112,"2024-08-22",3,"Shark Bait","Caroline","Tent Reef",12,27,"[{""species"" : ""Lionfish Dead"", ""count"" : 2}]"
1109,"2024-08-22",1,"Shark Bait","Aaron ","Mt. Michel",22,29,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Long Snout Seahorse"", ""count"" : 1}, {""species"" : ""Lionfish Dead"", ""count"" : 1}]"
1110,"2024-08-22",1,"Shark Bait","Vicky","Mt. Michel",32,29,"[{""species"" : ""Nurse Shark"", ""count"" : 2}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}]"
1111,"2024-08-22",2,"Shark Bait","Vicky","Mt. Michel",23,29,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 1}, {""species"" : ""Nassau Grouper"", ""count"" : 1}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 3}, {""species"" : ""Long Snout Seahorse"", ""count"" : 1}, {""species"" : ""Lionfish Dead"", ""count"" : 1}]"
1115,"2024-08-23",3,"Shark Bait","Bart","Torrens Point",15,28,"[{""species"" : ""Green Turtle"", ""count"" : 1}]"
1116,"2024-08-24",1,"Shark Bait","Otto","Tent Shallow",12,29,"[{""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Yellowfin Grouper"", ""count"" : 3}, {""species"" : ""Tiger Grouper"", ""count"" : 1}]"
1118,"2024-08-24",1,"Shark Bait","Robins","Hot Springs",24,30,"[{""species"" : ""Green Turtle"", ""count"" : 13}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Nurse Shark"", ""count"" : 2}, {""species"" : ""Southern Stingray"", ""count"" : 3}, {""species"" : ""Nassau Grouper"", ""count"" : 5}, {""species"" : ""Yellowfin Grouper"", ""count"" : 7}]"
1117,"2024-08-25",2,"Shark Bait","Robins","Hot Springs",7,-1,"[{""species"" : ""Green Turtle"", ""count"" : 13}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Nurse Shark"", ""count"" : 2}, {""species"" : ""Nassau Grouper"", ""count"" : 5}, {""species"" : ""Yellowfin Grouper"", ""count"" : 7}]"
1119,"2024-08-26",2,"Shark Bait","Aaron ","Hot Springs",24,29,"[{""species"" : ""Green Turtle"", ""count"" : 6}, {""species"" : ""Red-tipped Sea Goddess"", ""count"" : 1}, {""species"" : ""Nurse Shark"", ""count"" : 1}]"
1120,"2024-08-27",1,"Shark Bait","Robins","Tent Drift",17,30,"[{""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 4}, {""species"" : ""Nassau Grouper"", ""count"" : 8}, {""species"" : ""Yellowfin Grouper"", ""count"" : 10}]"
1121,"2024-08-27",3,"Shark Bait","Robins","50 50",22,30,"[{""species"" : ""Yellowfin Grouper"", ""count"" : 8}, {""species"" : ""Green Turtle"", ""count"" : 10}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Nurse Shark"", ""count"" : 3}, {""species"" : ""Southern Stingray"", ""count"" : 3}, {""species"" : ""Nassau Grouper"", ""count"" : 7}]"
1122,"2024-08-27",1,"Shark Bait","Aaron ","Tent Reef",24,29,"[{""species"" : ""Lionfish Alive"", ""count"" : 2}, {""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 2}]"
1123,"2024-08-27",3,"Shark Bait","Aaron ","Hot Springs",24,29,"[{""species"" : ""Yellowfin Grouper"", ""count"" : 1}, {""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 3}]"
1124,"2024-08-27",2,"Shark Bait","Bart","Man of War Shoals",21,28,"[{""species"" : ""Nassau Grouper"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 1}, {""species"" : ""Tiger Grouper"", ""count"" : 1}]"
1126,"2024-08-28",2,"Shark Bait","Caroline","Hot Springs",12,27,"[{""species"" : ""Nurse Shark"", ""count"" : 1}]"
1125,"2024-08-28",1,"Shark Bait","Caroline","Core Gut",12,27,"[{""species"" : null, ""count"" : null}]"
1131,"2024-08-28",1,"Shark Bait","Otto","Core Gut",27,29,"[{""species"" : null, ""count"" : null}]"
1132,"2024-08-28",2,"Shark Bait","Robins","Hot Springs",24,29,"[{""species"" : ""Nurse Shark"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 8}, {""species"" : ""Southern Stingray"", ""count"" : 4}]"
1129,"2024-08-29",2,"Shark Bait","Otto","Man of War Shoals",21,29,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 2}]"
1130,"2024-08-29",3,"Shark Bait","Otto","Hot Springs",21,29,"[{""species"" : ""Nurse Shark"", ""count"" : 2}]"
1127,"2024-08-29",1,"Shark Bait","Caroline","Torrens Point",12,27,"[{""species"" : null, ""count"" : null}]"
1128,"2024-08-29",2,"Shark Bait","Caroline","Man of War Shoals",18,27,"[{""species"" : null, ""count"" : null}]"
1133,"2024-08-31",1,"Shark Bait","Caroline","Porites Point",18,27,"[{""species"" : null, ""count"" : null}]"
1134,"2024-08-31",2,"Shark Bait","Caroline","Man of War Shoals",18,27,"[{""species"" : null, ""count"" : null}]"
1135,"2024-08-31",3,"Shark Bait","Caroline","Tent Shallow",18,27,"[{""species"" : null, ""count"" : null}]"
1136,"2024-08-31",1,"Shark Bait","Otto","Ladder Drift",24,29,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Nurse Shark"", ""count"" : 2}, {""species"" : ""Southern Stingray"", ""count"" : 3}]"
1137,"2024-08-31",2,"Shark Bait","Otto","Man of War Shoals",21,29,"[{""species"" : ""Tiger Grouper"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}]"
1138,"2024-09-02",3,"Shark Bait","Caroline","Tent Reef",20,27,"[{""species"" : ""Nurse Shark"", ""count"" : 3}, {""species"" : ""Lionfish Alive"", ""count"" : 1}]"
